GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G31718;Münchendorf;2.256;1.643;51;1.592;783;49,18;809;50,82
G31719;Perchtoldsdorf;11.698;7.812;264;7.548;2.811;37,24;4.737;62,76
G31723;Vösendorf;5.027;3.199;83;3.116;1.676;53,79;1.440;46,21
G31725;Wiener Neudorf;7.127;4.798;168;4.630;2.044;44,15;2.586;55,85
G31726;Wienerwald;2.098;1.572;64;1.508;721;47,81;787;52,19
G31799;Wahlkarten - Mödling;0;11.693;308;11.385;3.576;31,41;7.809;68,59
G31800;Neunkirchen;68.108;53.985;2.538;51.447;29.700;57,73;21.747;42,27
G31801;Altendorf;277;212;12;200;140;70;60;30
G31802;Aspang-Markt;1.560;1.044;60;984;561;57,01;423;42,99
G31803;Aspangberg-St. Peter;1.569;1.105;59;1.046;720;68,83;326;31,17
G31804;Breitenau;1.277;933;51;882;506;57,37;376;42,63
G31805;Breitenstein;283;166;11;155;95;61,29;60;38,71
G31806;Buchbach;295;200;10;190;93;48,95;97;51,05
G31807;Edlitz;766;563;47;516;304;58,91;212;41,09
G31808;Enzenreith;1.586;1.119;52;1.067;637;59,7;430;40,3
G31809;Feistritz am Wechsel;874;665;40;625;427;68,32;198;31,68
G31810;Gloggnitz;4.647;3.128;128;3.000;1.792;59,73;1.208;40,27
G31811;Grafenbach-St. Valentin;1.770;1.328;92;1.236;711;57,52;525;42,48
G31812;Grimmenstein;1.119;806;41;765;449;58,69;316;41,31
G31813;Grünbach am Schneeberg;1.283;851;33;818;473;57,82;345;42,18
G31814;Kirchberg am Wechsel;1.947;1.394;59;1.335;877;65,69;458;34,31
G31815;Mönichkirchen;515;333;16;317;225;70,98;92;29,02
G31817;Natschbach-Loipersbach;1.382;1.003;43;960;562;58,54;398;41,46
G31818;Neunkirchen;8.957;5.743;188;5.555;2.999;53,99;2.556;46,01
G31820;Otterthal;464;322;15;307;213;69,38;94;30,62
G31821;Payerbach;1.709;1.127;50;1.077;602;55,9;475;44,1
G31823;Pitten;2.120;1.458;78;1.380;838;60,72;542;39,28
G31825;Prigglitz;366;260;16;244;160;65,57;84;34,43
G31826;Puchberg am Schneeberg;2.212;1.491;78;1.413;850;60,16;563;39,84
G31827;Raach am Hochgebirge;236;179;15;164;89;54,27;75;45,73
G31829;Reichenau an der Rax;2.102;1.447;62;1.385;827;59,71;558;40,29
G31830;St. Corona am Wechsel;299;224;16;208;152;73,08;56;26,92
G31831;St. Egyden am Steinfeld;1.523;1.085;58;1.027;624;60,76;403;39,24
G31832;Scheiblingkirchen-Thernberg;1.552;1.076;72;1.004;558;55,58;446;44,42
G31833;Schottwien;539;367;22;345;227;65,8;118;34,2
G31834;Schrattenbach;302;203;8;195;119;61,03;76;38,97
G31835;Schwarzau am Steinfeld;1.477;1.087;49;1.038;641;61,75;397;38,25
G31836;Schwarzau im Gebirge;529;350;29;321;221;68,85;100;31,15
G31837;Seebenstein;1.133;816;38;778;441;56,68;337;43,32
G31838;Semmering;457;284;9;275;171;62,18;104;37,82
G31839;Ternitz;11.483;7.942;333;7.609;4.303;56,55;3.306;43,45
G31840;Thomasberg;1.029;748;39;709;502;70,8;207;29,2
G31841;Trattenbach;457;332;22;310;235;75,81;75;24,19
G31842;Bürg-Vöstenhof;143;109;4;105;75;71,43;30;28,57
G31843;Warth;1.261;956;73;883;538;60,93;345;39,07
G31844;Wartmannstetten;1.355;1.059;87;972;545;56,07;427;43,93
G31845;Willendorf;772;566;21;545;312;57,25;233;42,75
G31846;Wimpassing im Schwarzatale;1.225;831;30;801;423;52,81;378;47,19
G31847;Würflach;1.307;955;56;899;449;49,94;450;50,06
G31848;Zöbern;1.189;880;55;825;626;75,88;199;24,12
G31849;Höflein an der Hohen Wand;760;568;36;532;314;59,02;218;40,98
G31899;Wahlkarten - Neunkirchen;0;6.670;225;6.445;3.074;47,7;3.371;52,3
G31900;Sankt Pölten(Land);78.318;62.988;3.019;59.969;31.744;52,93;28.225;47,07
G31901;Altlengbach;2.230;1.488;62;1.426;807;56,59;619;43,41
G31902;Asperhofen;1.691;1.145;71;1.074;725;67,5;349;32,5
G31903;Böheimkirchen;3.975;2.853;142;2.711;1.492;55,04;1.219;44,96
G31904;Brand-Laaben;971;676;37;639;391;61,19;248;38,81
G31905;Eichgraben;3.393;2.244;65;2.179;908;41,67;1.271;58,33
G31906;Frankenfels;1.627;1.238;101;1.137;634;55,76;503;44,24
G31907;Gerersdorf;749;554;42;512;279;54,49;233;45,51
G31909;Hofstetten-Grünau;2.106;1.541;96;1.445;887;61,38;558;38,62
G31910;Hafnerbach;1.330;991;60;931;499;53,6;432;46,4
G31911;Haunoldstein;878;675;41;634;391;61,67;243;38,33
G31912;Herzogenburg;5.950;4.242;161;4.081;2.111;51,73;1.970;48,27
G31913;Inzersdorf-Getzersdorf;1.229;892;43;849;530;62,43;319;37,57
G31915;Kapelln;1.104;804;49;755;481;63,71;274;36,29
G31916;Karlstetten;1.765;1.302;80;1.222;710;58,1;512;41,9
G31917;Kasten bei Böheimkirchen;1.097;840;49;791;386;48,8;405;51,2
G31918;Kirchberg an der Pielach;2.597;1.746;100;1.646;940;57,11;706;42,89
G31919;Kirchstetten;1.736;1.134;58;1.076;558;51,86;518;48,14
G31920;Loich;491;309;31;278;173;62,23;105;37,77
G31921;Maria-Anzbach;2.323;1.612;65;1.547;707;45,7;840;54,3
G31922;Markersdorf-Haindorf;1.636;1.165;54;1.111;629;56,62;482;43,38
G31923;Michelbach;728;536;40;496;339;68,35;157;31,65
G31925;Neidling;1.205;894;53;841;417;49,58;424;50,42
G31926;Neulengbach;6.323;4.142;146;3.996;2.025;50,68;1.971;49,32
G31927;Neustift-Innermanzing;1.238;764;30;734;406;55,31;328;44,69
G31928;Nußdorf ob der Traisen;1.438;1.085;50;1.035;590;57;445;43
G31929;Ober-Grafendorf;3.655;2.606;126;2.480;1.204;48,55;1.276;51,45
G31930;Obritzberg-Rust;1.870;1.311;69;1.242;812;65,38;430;34,62
G31932;Prinzersdorf;1.274;917;32;885;377;42,6;508;57,4
G31934;Pyhra;2.828;2.043;137;1.906;1.084;56,87;822;43,13
G31935;Rabenstein an der Pielach;2.038;1.445;100;1.345;793;58,96;552;41,04
G31938;St. Margarethen an der Sierning;866;626;48;578;326;56,4;252;43,6
G31939;Schwarzenbach an der Pielach;322;244;15;229;162;70,74;67;29,26
G31940;Statzendorf;1.087;771;39;732;381;52,05;351;47,95
G31941;Stössing;641;429;19;410;252;61,46;158;38,54
G31943;Traismauer;4.668;3.423;161;3.262;1.838;56,35;1.424;43,65
G31945;Weinburg;1.100;826;47;779;420;53,92;359;46,08
G31946;Perschling;1.069;794;51;743;501;67,43;242;32,57
G31947;Wilhelmsburg;5.098;3.535;152;3.383;1.815;53,65;1.568;46,35
G31948;Wölbling;1.992;1.443;70;1.373;724;52,73;649;47,27
G31999;Wahlkarten - Sankt Pölten(Land);0;7.703;227;7.476;3.040;40,66;4.436;59,34
G32000;Scheibbs;33.208;26.200;1.441;24.759;13.735;55,47;11.024;44,53
G32001;Gaming;2.597;1.706;92;1.614;834;51,67;780;48,33
G32002;Göstling an der Ybbs;1.718;1.209;59;1.150;604;52,52;546;47,48
G32003;Gresten;1.634;1.074;56;1.018;517;50,79;501;49,21
G32004;Gresten-Land;1.220;822;54;768;492;64,06;276;35,94
G32005;Lunz am See;1.522;997;60;937;521;55,6;416;44,4
G32006;Oberndorf an der Melk;2.396;1.747;100;1.647;1.080;65,57;567;34,43
G32007;Puchenstuben;236;162;15;147;72;48,98;75;51,02
G32008;Purgstall an der Erlauf;4.299;2.915;122;2.793;1.761;63,05;1.032;36,95
G32009;Randegg;1.534;1.097;94;1.003;637;63,51;366;36,49
G32010;Reinsberg;810;599;38;561;338;60,25;223;39,75
G32011;St. Anton an der Jeßnitz;998;608;40;568;429;75,53;139;24,47
G32012;St. Georgen an der Leys;1.100;783;51;732;534;72,95;198;27,05
G32013;Scheibbs;3.481;2.313;100;2.213;932;42,11;1.281;57,89
G32014;Steinakirchen am Forst;1.877;1.349;103;1.246;720;57,78;526;42,22
G32015;Wang;1.059;791;62;729;474;65,02;255;34,98
G32016;Wieselburg;2.908;1.905;80;1.825;917;50,25;908;49,75
G32017;Wieselburg-Land;2.631;1.846;111;1.735;1.110;63,98;625;36,02
G32018;Wolfpassing;1.188;899;61;838;532;63,48;306;36,52
G32099;Wahlkarten - Scheibbs;0;3.378;143;3.235;1.231;38,05;2.004;61,95
G32100;Tulln;57.283;45.975;2.109;43.866;22.845;52,08;21.021;47,92
G32101;Absdorf;1.492;1.019;73;946;516;54,55;430;45,45
G32104;Atzenbrugg;2.225;1.606;88;1.518;947;62,38;571;37,62
G32106;Fels am Wagram;1.767;1.263;55;1.208;762;63,08;446;36,92
G32107;Grafenwörth;2.534;1.791;78;1.713;1.021;59,6;692;40,4
G32109;Großriedenthal;799;588;38;550;304;55,27;246;44,73
G32110;Großweikersdorf;2.560;1.880;104;1.776;1.001;56,36;775;43,64
G32112;Judenau-Baumgarten;1.659;1.220;83;1.137;651;57,26;486;42,74
G32114;Kirchberg am Wagram;2.873;2.176;125;2.051;1.163;56,7;888;43,3
G32115;Königsbrunn am Wagram;1.055;765;53;712;423;59,41;289;40,59
G32116;Königstetten;1.775;1.329;54;1.275;596;46,75;679;53,25
G32119;Langenrohr;1.768;1.300;70;1.230;762;61,95;468;38,05
G32120;Michelhausen;2.194;1.567;111;1.456;882;60,58;574;39,42
G32131;Sieghartskirchen;5.705;4.125;185;3.940;2.226;56,5;1.714;43,5
G32132;Sitzenberg-Reidling;1.677;1.142;52;1.090;618;56,7;472;43,3
G32134;Tulbing;2.369;1.757;61;1.696;864;50,94;832;49,06
G32135;Tulln an der Donau;11.843;7.897;316;7.581;3.531;46,58;4.050;53,42
G32139;Würmla;1.075;773;40;733;405;55,25;328;44,75
G32140;Zeiselmauer-Wolfpassing;1.776;1.256;44;1.212;552;45,54;660;54,46
G32141;Zwentendorf an der Donau;2.980;2.114;122;1.992;1.235;62;757;38
G32142;St. Andrä-Wördern;6.007;4.157;157;4.000;1.731;43,28;2.269;56,73
G32143;Muckendorf-Wipfing;1.150;832;35;797;449;56,34;348;43,66
G32199;Wahlkarten - Tulln;0;5.418;165;5.253;2.206;42;3.047;58
G32200;Waidhofen an der Thaya;22.346;17.705;982;16.723;10.360;61,95;6.363;38,05
G32202;Dietmanns;953;655;26;629;423;67,25;206;32,75
G32203;Dobersberg;1.370;904;60;844;576;68,25;268;31,75
G32206;Gastern;1.070;768;43;725;492;67,86;233;32,14
G32207;Groß-Siegharts;2.349;1.488;81;1.407;928;65,96;479;34,04
G32209;Karlstein an der Thaya;1.242;862;45;817;560;68,54;257;31,46
G32210;Kautzen;968;701;55;646;446;69,04;200;30,96
G32212;Ludweis-Aigen;802;567;47;520;324;62,31;196;37,69
G32214;Pfaffenschlag bei Waidhofen a.d.Thaya;781;538;29;509;319;62,67;190;37,33
G32216;Raabs an der Thaya;2.322;1.543;118;1.425;919;64,49;506;35,51
G32217;Thaya;1.184;789;44;745;533;71,54;212;28,46
G32219;Vitis;2.196;1.480;104;1.376;830;60,32;546;39,68
G32220;Waidhofen an der Thaya;4.751;3.146;130;3.016;1.678;55,64;1.338;44,36
G32221;Waidhofen an der Thaya-Land;1.042;717;47;670;434;64,78;236;35,22
G32222;Waldkirchen an der Thaya;474;343;16;327;213;65,14;114;34,86
G32223;Windigsteig;842;591;37;554;343;61,91;211;38,09
G32299;Wahlkarten - Waidhofen an der Thaya;0;2.613;100;2.513;1.342;53,4;1.171;46,6
G32300;Wiener Neustadt(Land);59.754;47.870;2.107;45.763;26.779;58,52;18.984;41,48
G32301;Bad Fischau-Brunn;2.570;1.846;87;1.759;840;47,75;919;52,25
G32302;Bad Schönau;598;425;24;401;313;78,05;88;21,95
G32304;Ebenfurth;2.120;1.398;49;1.349;775;57,45;574;42,55
G32305;Eggendorf;3.602;2.546;76;2.470;1.538;62,27;932;37,73
G32306;Bad Erlach;2.415;1.745;97;1.648;927;56,25;721;43,75
G32307;Felixdorf;3.229;2.190;65;2.125;1.113;52,38;1.012;47,62
G32308;Gutenstein;1.036;663;35;628;354;56,37;274;43,63
G32309;Hochneukirchen-Gschaidt;1.383;1.079;52;1.027;793;77,22;234;22,78
G32310;Hochwolkersdorf;841;602;45;557;377;67,68;180;32,32
G32311;Hohe Wand;1.137;814;36;778;473;60,8;305;39,2
G32312;Hollenthon;852;610;41;569;381;66,96;188;33,04
G32313;Katzelsdorf;2.567;1.910;86;1.824;907;49,73;917;50,27
G32314;Kirchschlag in der Buckligen Welt;2.349;1.713;113;1.600;1.122;70,13;478;29,88
G32315;Krumbach;1.882;1.427;67;1.360;931;68,46;429;31,54
G32316;Lanzenkirchen;3.016;2.209;80;2.129;1.224;57,49;905;42,51
G32317;Lichtenegg;854;633;54;579;328;56,65;251;43,35
G32318;Lichtenwörth;2.169;1.474;45;1.429;908;63,54;521;36,46
G32319;Markt Piesting;2.221;1.592;70;1.522;789;51,84;733;48,16
G32320;Matzendorf-Hölles;1.622;1.173;48;1.125;716;63,64;409;36,36
G32321;Miesenbach;583;411;31;380;258;67,89;122;32,11
G32322;Muggendorf;424;332;24;308;196;63,64;112;36,36
G32323;Pernitz;1.954;1.372;61;1.311;697;53,17;614;46,83
G32324;Rohr im Gebirge;382;262;23;239;148;61,92;91;38,08
G32325;Bromberg;994;752;40;712;472;66,29;240;33,71
G32326;Schwarzenbach;813;636;39;597;409;68,51;188;31,49
G32327;Sollenau;3.732;2.568;81;2.487;1.507;60,6;980;39,4
G32330;Theresienfeld;2.266;1.522;48;1.474;876;59,43;598;40,57
G32331;Waidmannsfeld;1.272;912;53;859;452;52,62;407;47,38
G32332;Waldegg;1.463;1.028;41;987;526;53,29;461;46,71
G32333;Walpersbach;912;685;39;646;366;56,66;280;43,34
G32334;Weikersdorf am Steinfelde;869;657;39;618;442;71,52;176;28,48
G32335;Wiesmath;1.266;926;49;877;569;64,88;308;35,12
G32336;Winzendorf-Muthmannsdorf;1.498;1.051;54;997;535;53,66;462;46,34
G32337;Wöllersdorf-Steinabrückl;3.254;2.270;83;2.187;1.380;63,1;807;36,9
G32338;Zillingdorf;1.609;1.255;56;1.199;708;59,05;491;40,95
G32399;Wahlkarten - Wiener Neustadt(Land);0;5.182;176;5.006;2.429;48,52;2.577;51,48
G32400;Wien-Umgebung;88.936;70.116;2.259;67.857;30.890;45,52;36.967;54,48
G32401;Ebergassing;2.660;1.802;54;1.748;952;54,46;796;45,54
G32402;Fischamend;3.968;2.613;106;2.507;1.365;54,45;1.142;45,55
G32403;Gablitz;3.696;2.407;69;2.338;1.033;44,18;1.305;55,82
G32404;Gerasdorf bei Wien;8.296;5.646;174;5.472;2.975;54,37;2.497;45,63
G32405;Gramatneusiedl;2.129;1.369;44;1.325;727;54,87;598;45,13
G32406;Himberg;5.506;3.802;163;3.639;2.124;58,37;1.515;41,63
G32407;Klein-Neusiedl;678;441;27;414;238;57,49;176;42,51
G32408;Klosterneuburg;19.756;13.701;433;13.268;4.728;35,63;8.540;64,37
G32409;Lanzendorf;1.269;910;24;886;485;54,74;401;45,26
G32410;Leopoldsdorf;3.870;2.774;82;2.692;1.305;48,48;1.387;51,52
G32411;Maria-Lanzendorf;1.597;1.065;35;1.030;594;57,67;436;42,33
G32412;Mauerbach;2.905;1.944;64;1.880;746;39,68;1.134;60,32
G32413;Moosbrunn;1.332;935;35;900;496;55,11;404;44,89
G32415;Pressbaum;5.361;3.611;120;3.491;1.465;41,97;2.026;58,03
G32416;Purkersdorf;6.996;4.487;125;4.362;1.667;38,22;2.695;61,78
G32417;Rauchenwarth;533;393;20;373;199;53,35;174;46,65
G32418;Schwadorf;1.493;979;42;937;524;55,92;413;44,08
G32419;Schwechat;12.242;7.852;262;7.590;4.080;53,75;3.510;46,25
G32421;Tullnerbach;2.071;1.462;43;1.419;548;38,62;871;61,38
G32423;Wolfsgraben;1.303;903;38;865;376;43,47;489;56,53
G32424;Zwölfaxing;1.275;878;33;845;506;59,88;339;40,12
G32499;Wahlkarten - Wien-Umgebung;0;10.142;266;9.876;3.757;38,04;6.119;61,96
G32500;Zwettl;35.947;28.571;1.780;26.791;16.098;60,09;10.693;39,91
G32501;Allentsteig;1.646;1.077;76;1.001;628;62,74;373;37,26
G32502;Arbesbach;1.388;1.022;82;940;628;66,81;312;33,19
G32503;Bärnkopf;293;214;13;201;112;55,72;89;44,28
G32504;Echsenbach;1.030;756;52;704;421;59,8;283;40,2
G32505;Göpfritz an der Wild;1.535;1.099;80;1.019;694;68,11;325;31,89
G32506;Grafenschlag;729;549;35;514;310;60,31;204;39,69
G32508;Groß Gerungs;3.791;2.688;182;2.506;1.622;64,72;884;35,28
G32509;Großgöttfritz;1.150;884;58;826;572;69,25;254;30,75
G32511;Gutenbrunn;443;286;13;273;171;62,64;102;37,36
G32514;Kirchschlag;540;407;30;377;242;64,19;135;35,81
G32515;Kottes-Purk;1.248;840;62;778;509;65,42;269;34,58
G32516;Langschlag;1.497;1.022;80;942;614;65,18;328;34,82
G32517;Martinsberg;924;628;31;597;441;73,87;156;26,13
G32518;Ottenschlag;852;650;38;612;372;60,78;240;39,22
G32519;Altmelon;711;536;33;503;371;73,76;132;26,24
G32520;Pölla;796;551;42;509;342;67,19;167;32,81
G32521;Rappottenstein;1.447;994;75;919;539;58,65;380;41,35
G32522;Sallingberg;1.074;731;46;685;484;70,66;201;29,34
G32523;Schönbach;696;530;31;499;311;62,32;188;37,68
G32524;Schwarzenau;1.238;910;64;846;454;53,66;392;46,34
G32525;Schweiggers;1.650;1.154;90;1.064;724;68,05;340;31,95
G32528;Bad Traunstein;848;590;51;539;332;61,6;207;38,4
G32529;Waldhausen;1.049;713;43;670;447;66,72;223;33,28
G32530;Zwettl-Niederösterreich;9.372;6.248;325;5.923;3.235;54,62;2.688;45,38
G32599;Wahlkarten - Zwettl;0;3.492;148;3.344;1.523;45,54;1.821;54,46
G3A000;Weinviertel;238.913;189.776;9.308;180.468;100.217;55,53;80.251;44,47
G3B000;Waldviertel;179.836;142.877;7.901;134.976;76.439;56,63;58.537;43,37
G3C000;Mostviertel;194.248;154.170;8.281;145.889;78.692;53,94;67.197;46,06
G3D000;Niederösterreich Mitte;195.215;154.994;7.140;147.854;75.428;51,02;72.426;48,98
G3E000;Niederösterreich Süd;158.969;124.320;5.272;119.048;67.309;56,54;51.739;43,46
G3F000;Wien Umgebung;177.930;142.104;4.514;137.590;58.144;42,26;79.446;57,74
G3G000;Niederösterreich Süd - Ost;138.565;108.942;4.102;104.840;54.781;52,25;50.059;47,75
G40000;Oberösterreich;1.099.420;808.228;34.462;773.766;376.647;48,68;397.119;51,32
G40099;Wahlkarten - Oberösterreich;0;134.985;4.267;130.718;50.573;38,69;80.145;61,31
G40100;Linz(Stadt);140.492;95.672;2.414;93.258;34.696;37,2;58.562;62,8
G40101;Linz;140.492;75.601;1.985;73.616;29.048;39,46;44.568;60,54
G40199;Wahlkarten - Linz(Stadt;0;20.071;429;19.642;5.648;28,75;13.994;71,25
G40200;Steyr(Stadt);27.705;19.080;507;18.573;8.429;45,38;10.144;54,62
G40201;Steyr;27.705;16.511;441;16.070;7.591;47,24;8.479;52,76
G40299;Wahlkarten - Steyr(Stadt);0;2.569;66;2.503;838;33,48;1.665;66,52
G40300;Wels(Stadt);39.780;27.100;744;26.356;12.713;48,24;13.643;51,76
G40301;Wels;39.780;22.791;658;22.133;10.955;49,5;11.178;50,5
G40399;Wahlkarten - Wels(Stadt);0;4.309;86;4.223;1.758;41,63;2.465;58,37
G40400;Braunau am Inn;75.498;52.136;2.230;49.906;29.730;59,57;20.176;40,43
G40401;Altheim;3.758;2.349;102;2.247;1.420;63,2;827;36,8
G40402;Aspach;1.953;995;56;939;622;66,24;317;33,76
G40403;Auerbach;418;273;15;258;183;70,93;75;29,07
G40404;Braunau am Inn;11.793;6.378;179;6.199;3.294;53,14;2.905;46,86
G40405;Burgkirchen;2.055;1.204;61;1.143;717;62,73;426;37,27
G40406;Eggelsberg;1.803;1.073;47;1.026;639;62,28;387;37,72
G40407;Feldkirchen bei Mattighofen;1.560;969;46;923;653;70,75;270;29,25
G40408;Franking;730;429;24;405;251;61,98;154;38,02
G40409;Geretsberg;854;513;26;487;280;57,49;207;42,51
G40410;Gilgenberg am Weilhart;1.027;604;25;579;368;63,56;211;36,44
G40411;Haigermoos;471;287;32;255;146;57,25;109;42,75
G40412;Handenberg;1.024;644;39;605;389;64,3;216;35,7
G40413;Helpfau-Uttendorf;2.386;1.419;72;1.347;934;69,34;413;30,66
G40414;Hochburg-Ach;2.196;1.221;65;1.156;579;50,09;577;49,91
G40415;Höhnhart;1.141;588;24;564;398;70,57;166;29,43
G40416;Jeging;497;332;27;305;197;64,59;108;35,41
G40417;Kirchberg bei Mattighofen;911;597;23;574;358;62,37;216;37,63
G40418;Lengau;3.527;2.149;91;2.058;1.327;64,48;731;35,52
G40419;Lochen am See;2.122;1.397;63;1.334;947;70,99;387;29,01
G40420;Maria Schmolln;1.174;643;53;590;366;62,03;224;37,97
G40421;Mattighofen;3.721;2.025;64;1.961;1.158;59,05;803;40,95
G40422;Mauerkirchen;1.642;870;24;846;524;61,94;322;38,06
G40423;Mining;942;597;30;567;308;54,32;259;45,68
G40424;Moosbach;762;490;15;475;339;71,37;136;28,63
G40425;Moosdorf;1.257;765;40;725;429;59,17;296;40,83
G40426;Munderfing;2.281;1.366;72;1.294;796;61,51;498;38,49
G40427;Neukirchen an der Enknach;1.729;1.084;44;1.040;704;67,69;336;32,31
G40428;Ostermiething;2.416;1.278;54;1.224;733;59,89;491;40,11
G40429;Palting;759;501;36;465;322;69,25;143;30,75
G40430;Perwang am Grabensee;740;481;25;456;294;64,47;162;35,53
G40431;Pfaffstätt;766;467;20;447;279;62,42;168;37,58
G40432;Pischelsdorf am Engelbach;1.288;799;48;751;548;72,97;203;27,03
G40433;Polling im Innkreis;770;500;29;471;347;73,67;124;26,33
G40434;Roßbach;768;448;22;426;289;67,84;137;32,16
G40435;Sankt Georgen am Fillmannsbach;317;220;7;213;171;80,28;42;19,72
G40436;Sankt Johann am Walde;1.658;937;58;879;566;64,39;313;35,61
G40437;Sankt Pantaleon;2.290;1.356;59;1.297;790;60,91;507;39,09
G40438;Sankt Peter am Hart;1.839;1.072;40;1.032;560;54,26;472;45,74
G40439;Sankt Radegund;474;296;24;272;104;38,24;168;61,76
G40440;Sankt Veit im Innkreis;319;200;11;189;116;61,38;73;38,62
G40441;Schalchen;2.845;1.758;75;1.683;1.008;59,89;675;40,11
G40442;Schwand im Innkreis;748;464;18;446;287;64,35;159;35,65
G40443;Tarsdorf;1.611;934;42;892;536;60,09;356;39,91
G40444;Treubach;564;322;16;306;216;70,59;90;29,41
G40445;Überackern;448;241;15;226;147;65,04;79;34,96
G40446;Weng im Innkreis;1.144;698;50;648;432;66,67;216;33,33
G40499;Wahlkarten - Braunau am Inn;0;7.903;222;7.681;3.659;47,64;4.022;52,36
G40500;Eferding;25.627;19.458;886;18.572;9.799;52,76;8.773;47,24
G40501;Alkoven;4.536;2.934;114;2.820;1.426;50,57;1.394;49,43
G40502;Aschach an der Donau;1.644;1.062;34;1.028;507;49,32;521;50,68
G40503;Eferding;2.892;1.733;77;1.656;784;47,34;872;52,66
G40504;Fraham;1.845;1.156;42;1.114;609;54,67;505;45,33
G40505;Haibach ob der Donau;1.089;698;37;661;355;53,71;306;46,29
G40506;Hartkirchen;3.380;2.365;132;2.233;1.309;58,62;924;41,38
G40507;Hinzenbach;1.583;1.039;47;992;580;58,47;412;41,53
G40508;Prambachkirchen;2.241;1.468;84;1.384;842;60,84;542;39,16
G40509;Pupping;1.487;997;50;947;534;56,39;413;43,61
G40510;Sankt Marienkirchen an der Polsenz;1.896;1.212;72;1.140;605;53,07;535;46,93
G40511;Scharten;1.741;1.181;47;1.134;581;51,23;553;48,77
G40512;Stroheim;1.293;838;58;780;496;63,59;284;36,41
G40599;Wahlkarten - Eferding;0;2.775;92;2.683;1.171;43,65;1.512;56,35
G40600;Freistadt;53.036;40.808;2.204;38.604;19.077;49,42;19.527;50,58
G40601;Freistadt;5.999;3.870;171;3.699;1.643;44,42;2.056;55,58
G40602;Grünbach;1.520;976;43;933;491;52,63;442;47,37
G40603;Gutau;2.195;1.400;52;1.348;663;49,18;685;50,82
G40604;Hagenberg im Mühlkreis;2.240;1.456;56;1.400;695;49,64;705;50,36
G40605;Hirschbach im Mühlkreis;947;639;42;597;229;38,36;368;61,64
G40606;Kaltenberg;513;376;36;340;219;64,41;121;35,59
G40607;Kefermarkt;1.662;1.129;49;1.080;544;50,37;536;49,63
G40608;Königswiesen;2.554;1.573;87;1.486;912;61,37;574;38,63
G40609;Lasberg;2.272;1.469;84;1.385;688;49,68;697;50,32
G40610;Leopoldschlag;852;572;44;528;274;51,89;254;48,11
G40611;Liebenau;1.376;830;78;752;473;62,9;279;37,1
G40612;Neumarkt im Mühlkreis;2.579;1.735;106;1.629;750;46,04;879;53,96
G40613;Pierbach;785;506;39;467;301;64,45;166;35,55
G40614;Pregarten;4.241;2.819;161;2.658;1.405;52,86;1.253;47,14
G40615;Rainbach im Mühlkreis;2.324;1.452;84;1.368;557;40,72;811;59,28
G40616;Sandl;1.151;803;67;736;404;54,89;332;45,11
G40617;Sankt Leonhard bei Freistadt;1.133;721;49;672;395;58,78;277;41,22
G40618;Sankt Oswald bei Freistadt;2.288;1.414;65;1.349;819;60,71;530;39,29
G40619;Schönau im Mühlkreis;1.573;1.102;60;1.042;652;62,57;390;37,43
G40620;Tragwein;2.435;1.683;77;1.606;743;46,26;863;53,74
G40621;Unterweißenbach;1.811;1.179;93;1.086;714;65,75;372;34,25
G40622;Unterweitersdorf;1.657;1.182;58;1.124;485;43,15;639;56,85
G40623;Waldburg;1.077;693;40;653;295;45,18;358;54,82
G40624;Wartberg ob der Aist;3.435;2.165;102;2.063;1.007;48,81;1.056;51,19
G40625;Weitersfelden;838;510;52;458;234;51,09;224;48,91
G40626;Windhaag bei Freistadt;1.272;779;53;726;378;52,07;348;47,93
G40627;Bad Zell;2.307;1.590;109;1.481;795;53,68;686;46,32
G40699;Wahlkarten - Freistadt;0;6.185;247;5.938;2.312;38,94;3.626;61,06
G40700;Gmunden;78.364;57.757;2.581;55.176;25.446;46,12;29.730;53,88
G40701;Altmünster;7.777;4.880;231;4.649;2.225;47,86;2.424;52,14
G40702;Bad Goisern am Hallstättersee;6.057;3.397;177;3.220;1.593;49,47;1.627;50,53
G40703;Bad Ischl;10.690;5.860;223;5.637;2.552;45,27;3.085;54,73
G40704;Ebensee;6.344;4.161;200;3.961;1.809;45,67;2.152;54,33
G40705;Gmunden;9.936;5.478;198;5.280;2.241;42,44;3.039;57,56
G40706;Gosau;1.457;842;53;789;426;53,99;363;46,01
G40707;Grünau im Almtal;1.612;1.090;55;1.035;527;50,92;508;49,08
G40708;Gschwandt;2.143;1.377;49;1.328;660;49,7;668;50,3
G40709;Hallstatt;604;432;17;415;121;29,16;294;70,84
G40710;Kirchham;1.637;984;75;909;533;58,64;376;41,36
G40711;Laakirchen;7.152;4.490;252;4.238;2.092;49,36;2.146;50,64
G40712;Obertraun;563;363;15;348;125;35,92;223;64,08
G40713;Ohlsdorf;4.044;2.564;120;2.444;1.186;48,53;1.258;51,47
G40714;Pinsdorf;2.936;1.957;98;1.859;997;53,63;862;46,37
G40715;Roitham;1.614;977;60;917;481;52,45;436;47,55
G40716;Sankt Konrad;873;510;33;477;230;48,22;247;51,78
G40717;St. Wolfgang im Salzkammergut;2.123;1.218;66;1.152;672;58,33;480;41,67
G40718;Traunkirchen;1.337;814;30;784;329;41,96;455;58,04
