GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G62128;Sankt Lorenzen im Mürztal;2.920;1.727;53;1.674;967;57,77;707;42,23
G62131;Spital am Semmering;1.296;813;34;779;502;64,44;277;35,56
G62132;Stanz im Mürztal;1.562;816;37;779;488;62,64;291;37,36
G62135;Turnau;1.281;875;24;851;547;64,28;304;35,72
G62138;Aflenz;2.014;1.251;41;1.210;634;52,4;576;47,6
G62139;Bruck an der Mur;12.905;7.179;250;6.929;3.914;56,49;3.015;43,51
G62140;Kapfenberg;17.245;9.386;227;9.159;5.427;59,25;3.732;40,75
G62141;Kindberg;6.886;4.089;190;3.899;2.192;56,22;1.707;43,78
G62142;Mariazell;3.265;1.935;98;1.837;1.077;58,63;760;41,37
G62143;Mürzzuschlag;6.962;3.846;141;3.705;1.986;53,6;1.719;46,4
G62144;Neuberg an der Mürz;2.144;1.290;63;1.227;755;61,53;472;38,47
G62145;Sankt Barbara im Mürztal;5.746;3.372;106;3.266;1.947;59,61;1.319;40,39
G62146;Sankt Marein im Mürztal;2.127;1.347;39;1.308;815;62,31;493;37,69
G62147;Thörl;2.022;1.213;43;1.170;667;57,01;503;42,99
G62148;Tragöß - Sankt Katharein;1.647;1.013;54;959;623;64,96;336;35,04
G62199;Wahlkarten - Bruck-Mürzzuschlag;0;11.604;313;11.291;5.263;46,61;6.028;53,39
G62200;Hartberg-Fürstenfeld;74.285;56.582;1.973;54.609;37.231;68,18;17.378;31,82
G62202;Bad Blumau;1.269;868;45;823;594;72,17;229;27,83
G62205;Buch-St. Magdalena;1.828;1.200;21;1.179;845;71,67;334;28,33
G62206;Burgau;880;547;24;523;317;60,61;206;39,39
G62209;Ebersdorf;1.036;731;23;708;558;78,81;150;21,19
G62211;Friedberg;2.161;1.405;52;1.353;939;69,4;414;30,6
G62214;Greinbach;1.467;1.048;27;1.021;816;79,92;205;20,08
G62216;Großsteinbach;1.047;733;48;685;501;73,14;184;26,86
G62219;Hartberg;5.212;3.149;98;3.051;1.833;60,08;1.218;39,92
G62220;Hartberg Umgebung;1.711;1.207;57;1.150;778;67,65;372;32,35
G62226;Lafnitz;1.108;849;32;817;606;74,17;211;25,83
G62232;Ottendorf an der Rittschein;1.309;814;26;788;605;76,78;183;23,22
G62233;Pinggau;2.593;1.799;75;1.724;1.326;76,91;398;23,09
G62235;Pöllauberg;1.740;1.176;39;1.137;869;76,43;268;23,57
G62242;Sankt Jakob im Walde;884;575;28;547;392;71,66;155;28,34
G62244;Sankt Johann in der Haide;1.723;1.127;44;1.083;838;77,38;245;22,62
G62245;Sankt Lorenzen am Wechsel;1.275;886;37;849;618;72,79;231;27,21
G62247;Schäffern;1.116;866;44;822;676;82,24;146;17,76
G62252;Söchau;1.216;795;26;769;521;67,75;248;32,25
G62256;Stubenberg;1.886;1.138;32;1.106;742;67,09;364;32,91
G62262;Wenigzell;1.164;807;36;771;493;63,94;278;36,06
G62264;Bad Waltersdorf;3.059;2.102;85;2.017;1.374;68,12;643;31,88
G62265;Dechantskirchen;1.720;1.187;53;1.134;783;69,05;351;30,95
G62266;Feistritztal;2.021;1.344;49;1.295;942;72,74;353;27,26
G62267;Fürstenfeld;6.876;4.209;141;4.068;2.444;60,08;1.624;39,92
G62268;Grafendorf bei Hartberg;2.577;1.739;62;1.677;1.239;73,88;438;26,12
G62269;Großwilfersdorf;1.668;1.037;35;1.002;670;66,87;332;33,13
G62270;Hartl;1.779;1.276;50;1.226;963;78,55;263;21,45
G62271;Ilz;3.066;1.992;58;1.934;1.267;65,51;667;34,49
G62272;Kaindorf;2.280;1.545;56;1.489;995;66,82;494;33,18
G62273;Loipersdorf bei Fürstenfeld;1.553;991;29;962;754;78,38;208;21,62
G62274;Neudau;1.075;633;18;615;381;61,95;234;38,05
G62275;Pöllau;5.159;3.363;121;3.242;2.303;71,04;939;28,96
G62276;Rohr bei Hartberg;1.213;839;27;812;545;67,12;267;32,88
G62277;Rohrbach an der Lafnitz;2.298;1.605;56;1.549;1.116;72,05;433;27,95
G62278;Vorau;4.020;2.818;99;2.719;2.037;74,92;682;25,08
G62279;Waldbach-Mönichwald;1.296;940;40;900;634;70,44;266;29,56
G62299;Wahlkarten - Hartberg-Fürstenfeld;0;7.242;180;7.062;3.917;55,47;3.145;44,53
G62300;Südoststeiermark;70.870;51.006;1.835;49.171;32.965;67,04;16.206;32,96
G62311;Edelsbach bei Feldbach;1.096;768;38;730;489;66,99;241;33,01
G62314;Eichkögl;1.047;656;28;628;448;71,34;180;28,66
G62326;Halbenrain;1.466;862;43;819;573;69,96;246;30,04
G62330;Jagerberg;1.391;897;38;859;693;80,68;166;19,32
G62332;Kapfenstein;1.301;842;23;819;619;75,58;200;24,42
G62335;Klöch;1.051;663;33;630;401;63,65;229;36,35
G62343;Mettersdorf am Saßbach;1.075;641;29;612;428;69,93;184;30,07
G62347;Murfeld;1.379;857;34;823;590;71,69;233;28,31
G62368;Tieschen;1.078;618;18;600;425;70,83;175;29,17
G62372;Unterlamm;1.056;633;18;615;512;83,25;103;16,75
G62375;Bad Gleichenberg;4.282;2.412;82;2.330;1.521;65,28;809;34,72
G62376;Bad Radkersburg;2.545;1.370;53;1.317;745;56,57;572;43,43
G62377;Deutsch Goritz;1.545;1.008;54;954;625;65,51;329;34,49
G62378;Fehring;6.103;3.637;108;3.529;2.357;66,79;1.172;33,21
G62379;Feldbach;10.332;6.233;248;5.985;3.715;62,07;2.270;37,93
G62380;Gnas;5.105;3.364;171;3.193;2.341;73,32;852;26,68
G62381;Kirchbach-Zerlach;2.749;1.780;52;1.728;1.191;68,92;537;31,08
G62382;Kirchberg an der Raab;3.618;2.259;77;2.182;1.531;70,16;651;29,84
G62383;Mureck;2.894;1.731;56;1.675;1.131;67,52;544;32,48
G62384;Paldau;2.562;1.620;54;1.566;1.160;74,07;406;25,93
G62385;Pirching am Traubenberg;2.095;1.250;46;1.204;913;75,83;291;24,17
G62386;Riegersburg;4.102;2.471;92;2.379;1.668;70,11;711;29,89
G62387;Sankt Anna am Aigen;2.031;1.221;41;1.180;888;75,25;292;24,75
G62388;Sankt Peter am Ottersbach;2.549;1.491;54;1.437;1.092;75,99;345;24,01
G62389;Sankt Stefan im Rosental;3.326;2.224;78;2.146;1.503;70,04;643;29,96
G62390;Straden;3.092;1.900;63;1.837;1.205;65,6;632;34,4
G62399;Wahlkarten - Südoststeiermark;0;7.598;204;7.394;4.201;56,82;3.193;43,18
G6A000;Graz und Umgebung;316.589;231.355;5.667;225.688;97.809;43,34;127.879;56,66
G6B000;Oststeiermark;217.224;160.787;5.691;155.096;101.036;65,14;54.060;34,86
G6C000;Weststeiermark;158.751;113.251;3.613;109.638;72.468;66,1;37.170;33,9
G6D000;Obersteiermark;276.923;195.323;6.390;188.933;110.642;58,56;78.291;41,44
G70000;Tirol;540.132;358.180;9.312;348.868;169.587;48,61;179.281;51,39
G70099;Wahlkarten - Tirol;0;51.202;908;50.294;18.154;36,1;32.140;63,9
G70100;Innsbruck(Stadt);89.024;62.196;1.288;60.908;22.501;36,94;38.407;63,06
G70101;Innsbruck;89.024;50.367;1.090;49.277;19.775;40,13;29.502;59,87
G70199;Wahlkarten - Innsbruck(Stadt);0;11.829;198;11.631;2.726;23,44;8.905;76,56
G70200;Imst;43.542;27.496;648;26.848;14.249;53,07;12.599;46,93
G70201;Arzl im Pitztal;2.375;1.378;36;1.342;759;56,56;583;43,44
G70202;Haiming;3.434;1.934;33;1.901;1.036;54,5;865;45,5
G70203;Imst;7.156;4.065;66;3.999;2.095;52,39;1.904;47,61
G70204;Imsterberg;630;368;7;361;189;52,35;172;47,65
G70205;Jerzens;713;416;10;406;285;70,2;121;29,8
G70206;Karres;483;300;11;289;200;69,2;89;30,8
G70207;Karrösten;571;362;15;347;184;53,03;163;46,97
G70208;Längenfeld;3.335;1.724;33;1.691;848;50,15;843;49,85
G70209;Mieming;2.658;1.498;48;1.450;685;47,24;765;52,76
G70210;Mils bei Imst;454;291;14;277;140;50,54;137;49,46
G70211;Mötz;937;556;15;541;253;46,77;288;53,23
G70212;Nassereith;1.593;872;16;856;494;57,71;362;42,29
G70213;Obsteig;930;599;21;578;278;48,1;300;51,9
G70214;Oetz;1.744;967;30;937;437;46,64;500;53,36
G70215;Rietz;1.750;923;15;908;511;56,28;397;43,72
G70216;Roppen;1.337;755;32;723;341;47,16;382;52,84
G70217;St. Leonhard im Pitztal;1.099;493;13;480;320;66,67;160;33,33
G70218;Sautens;1.104;579;13;566;332;58,66;234;41,34
G70219;Silz;1.954;1.116;34;1.082;527;48,71;555;51,29
G70220;Sölden;2.208;1.001;22;979;561;57,3;418;42,7
G70221;Stams;1.058;624;16;608;286;47,04;322;52,96
G70222;Tarrenz;2.105;1.261;38;1.223;776;63,45;447;36,55
G70223;Umhausen;2.332;1.349;36;1.313;829;63,14;484;36,86
G70224;Wenns;1.582;777;23;754;461;61,14;293;38,86
G70299;Wahlkarten - Imst;0;3.288;51;3.237;1.422;43,93;1.815;56,07
G70300;Innsbruck-Land;129.830;91.367;2.491;88.876;42.973;48,35;45.903;51,65
G70301;Absam;5.455;3.433;91;3.342;1.471;44,02;1.871;55,98
G70302;Aldrans;1.877;1.195;28;1.167;506;43,36;661;56,64
G70303;Ampass;1.287;785;12;773;394;50,97;379;49,03
G70304;Axams;4.545;2.692;66;2.626;1.293;49,24;1.333;50,76
G70305;Baumkirchen;946;604;20;584;279;47,77;305;52,23
G70306;Birgitz;1.063;642;22;620;308;49,68;312;50,32
G70307;Ellbögen;890;597;29;568;347;61,09;221;38,91
G70308;Flaurling;979;599;34;565;265;46,9;300;53,1
G70309;Fritzens;1.639;1.015;22;993;544;54,78;449;45,22
G70310;Fulpmes;3.017;1.759;44;1.715;900;52,48;815;47,52
G70311;Gnadenwald;586;377;12;365;159;43,56;206;56,44
G70312;Götzens;2.974;1.692;44;1.648;883;53,58;765;46,42
G70313;Gries am Brenner;988;635;26;609;415;68,14;194;31,86
G70314;Gries im Sellrain;477;285;13;272;139;51,1;133;48,9
G70315;Grinzens;1.096;645;12;633;350;55,29;283;44,71
G70317;Gschnitz;334;200;9;191;140;73,3;51;26,7
G70318;Hatting;1.056;667;16;651;289;44,39;362;55,61
G70319;Inzing;2.868;1.798;51;1.747;701;40,13;1.046;59,87
G70320;Kematen in Tirol;2.149;1.319;50;1.269;559;44,05;710;55,95
G70322;Kolsass;1.272;802;17;785;397;50,57;388;49,43
G70323;Kolsassberg;625;391;6;385;245;63,64;140;36,36
G70325;Lans;825;535;23;512;223;43,55;289;56,45
G70326;Leutasch;1.548;764;25;739;353;47,77;386;52,23
G70327;Matrei am Brenner;749;465;21;444;212;47,75;232;52,25
G70328;Mieders;1.298;812;14;798;416;52,13;382;47,87
G70329;Mils;3.321;2.151;63;2.088;953;45,64;1.135;54,36
G70330;Mühlbachl;1.021;537;23;514;334;64,98;180;35,02
G70331;Mutters;1.592;987;33;954;473;49,58;481;50,42
G70332;Natters;1.551;993;41;952;471;49,47;481;50,53
G70333;Navis;1.610;974;28;946;630;66,6;316;33,4
G70334;Neustift im Stubaital;3.443;1.974;46;1.928;1.194;61,93;734;38,07
G70335;Oberhofen im Inntal;1.338;844;22;822;404;49,15;418;50,85
G70336;Obernberg am Brenner;275;180;14;166;119;71,69;47;28,31
G70337;Oberperfuss;2.343;1.420;41;1.379;662;48,01;717;51,99
G70338;Patsch;791;484;19;465;207;44,52;258;55,48
G70339;Pettnau;799;498;21;477;234;49,06;243;50,94
G70340;Pfaffenhofen;799;451;14;437;197;45,08;240;54,92
G70341;Pfons;1.001;646;17;629;352;55,96;277;44,04
G70342;Polling in Tirol;794;474;11;463;299;64,58;164;35,42
G70343;Ranggen;806;534;17;517;247;47,78;270;52,22
G70344;Reith bei Seefeld;845;466;12;454;210;46,26;244;53,74
G70345;Rinn;1.378;907;19;888;442;49,77;446;50,23
G70346;Rum;6.766;4.126;141;3.985;1.985;49,81;2.000;50,19
G70347;St. Sigmund im Sellrain;126;61;3;58;36;62,07;22;37,93
G70348;Scharnitz;870;467;9;458;270;58,95;188;41,05
G70349;Schmirn;700;486;41;445;298;66,97;147;33,03
G70350;Schönberg im Stubaital;702;451;20;431;214;49,65;217;50,35
G70351;Seefeld in Tirol;2.043;1.076;26;1.050;510;48,57;540;51,43
G70352;Sellrain;1.103;535;14;521;282;54,13;239;45,87
G70353;Sistrans;1.697;1.143;28;1.115;427;38,3;688;61,7
G70354;Hall in Tirol;9.506;5.592;146;5.446;2.344;43,04;3.102;56,96
G70355;Steinach am Brenner;2.673;1.713;66;1.647;963;58,47;684;41,53
G70356;Telfes im Stubai;1.187;739;28;711;373;52,46;338;47,54
G70357;Telfs;10.753;5.401;105;5.296;2.550;48,15;2.746;51,85
G70358;Thaur;2.974;1.922;60;1.862;970;52,09;892;47,91
G70359;Trins;1.015;645;31;614;346;56,35;268;43,65
G70360;Tulfes;1.165;727;15;712;414;58,15;298;41,85
G70361;Unterperfuss;186;78;4;74;42;56,76;32;43,24
G70362;Vals;427;267;9;258;187;72,48;71;27,52
G70364;Völs;5.060;3.024;90;2.934;1.361;46,39;1.573;53,61
G70365;Volders;3.431;2.083;52;2.031;1.164;57,31;867;42,69
G70366;Wattenberg;595;375;12;363;259;71,35;104;28,65
G70367;Wattens;6.015;3.524;72;3.452;1.945;56,34;1.507;43,66
G70368;Wildermieming;670;431;8;423;185;43,74;238;56,26
G70369;Zirl;5.916;3.459;98;3.361;1.424;42,37;1.937;57,63
G70399;Wahlkarten - Innsbruck-Land;0;13.814;265;13.549;5.208;38,44;8.341;61,56
G70400;Kitzbühel;45.910;29.718;713;29.005;15.243;52,55;13.762;47,45
G70401;Aurach bei Kitzbühel;839;449;12;437;274;62,7;163;37,3
G70402;Brixen im Thale;2.008;1.054;24;1.030;493;47,86;537;52,14
G70403;Fieberbrunn;3.293;1.850;51;1.799;847;47,08;952;52,92
G70404;Going am Wilden Kaiser;1.309;722;19;703;438;62,3;265;37,7
G70405;Hochfilzen;879;571;25;546;293;53,66;253;46,34
G70406;Hopfgarten im Brixental;4.266;2.388;62;2.326;1.238;53,22;1.088;46,78
G70407;Itter;897;567;15;552;291;52,72;261;47,28
G70408;Jochberg;1.181;700;16;684;447;65,35;237;34,65
G70409;Kirchberg in Tirol;3.660;1.970;60;1.910;993;51,99;917;48,01
G70410;Kirchdorf in Tirol;2.812;1.636;32;1.604;1.012;63,09;592;36,91
G70411;Kitzbühel;5.931;2.995;71;2.924;1.567;53,59;1.357;46,41
G70412;Kössen;2.964;1.533;37;1.496;905;60,49;591;39,51
G70413;Oberndorf in Tirol;1.585;899;23;876;482;55,02;394;44,98
G70414;Reith bei Kitzbühel;1.167;679;19;660;330;50;330;50
G70415;St. Jakob in Haus;574;356;22;334;179;53,59;155;46,41
G70416;St. Johann in Tirol;6.530;3.692;88;3.604;1.927;53,47;1.677;46,53
G70417;St. Ulrich am Pillersee;1.190;691;26;665;337;50,68;328;49,32
G70418;Schwendt;569;324;5;319;163;51,1;156;48,9
G70419;Waidring;1.481;919;22;897;535;59,64;362;40,36
G70420;Westendorf;2.775;1.486;30;1.456;782;53,71;674;46,29
G70499;Wahlkarten - Kitzbühel;0;4.237;54;4.183;1.710;40,88;2.473;59,12
G70500;Kufstein;75.736;49.423;1.262;48.161;26.114;54,22;22.047;45,78
G70501;Alpbach;1.918;1.114;30;1.084;738;68,08;346;31,92
G70502;Angath;732;432;12;420;248;59,05;172;40,95
G70503;Bad Häring;1.969;1.169;33;1.136;568;50;568;50
G70504;Brandenberg;1.209;719;34;685;430;62,77;255;37,23
G70505;Breitenbach am Inn;2.598;1.653;64;1.589;914;57,52;675;42,48
G70506;Brixlegg;2.191;1.296;43;1.253;680;54,27;573;45,73
G70508;Ebbs;3.991;2.379;52;2.327;1.423;61,15;904;38,85
G70509;Ellmau;1.856;1.050;36;1.014;579;57,1;435;42,9
G70510;Erl;1.021;582;26;556;296;53,24;260;46,76
G70511;Kirchbichl;4.287;2.624;56;2.568;1.408;54,83;1.160;45,17
G70512;Kramsach;3.695;2.345;70;2.275;1.188;52,22;1.087;47,78
G70513;Kufstein;12.042;6.749;162;6.587;3.219;48,87;3.368;51,13
G70514;Kundl;3.123;1.717;40;1.677;925;55,16;752;44,84
G70515;Langkampfen;2.948;1.859;58;1.801;1.089;60,47;712;39,53
G70516;Mariastein;247;151;7;144;74;51,39;70;48,61
G70517;Münster;2.571;1.497;45;1.452;883;60,81;569;39,19
G70518;Niederndorf;1.947;1.188;27;1.161;657;56,59;504;43,41
G70519;Niederndorferberg;479;251;4;247;146;59,11;101;40,89
G70520;Radfeld;1.673;1.014;16;998;637;63,83;361;36,17
G70521;Rattenberg;280;174;2;172;87;50,58;85;49,42
G70522;Reith im Alpbachtal;2.006;1.162;29;1.133;679;59,93;454;40,07
G70523;Rettenschöss;343;188;3;185;107;57,84;78;42,16
G70524;Scheffau am Wilden Kaiser;1.019;556;25;531;293;55,18;238;44,82
G70525;Schwoich;1.847;1.045;38;1.007;557;55,31;450;44,69
G70526;Söll;2.648;1.540;38;1.502;891;59,32;611;40,68
G70527;Thiersee;2.123;1.374;42;1.332;737;55,33;595;44,67
G70528;Angerberg;1.453;884;18;866;501;57,85;365;42,15
G70529;Walchsee;1.278;731;31;700;442;63,14;258;36,86
G70530;Wildschönau;3.194;1.782;91;1.691;1.038;61,38;653;38,62
G70531;Wörgl;9.048;4.885;73;4.812;2.482;51,58;2.330;48,42
G70599;Wahlkarten - Kufstein;0;5.313;57;5.256;2.198;41,82;3.058;58,18
G70600;Landeck;33.545;20.838;549;20.289;8.994;44,33;11.295;55,67
G70601;Faggen;266;150;6;144;64;44,44;80;55,56
G70602;Fendels;199;116;0;116;40;34,48;76;65,52
G70603;Fiss;686;339;5;334;114;34,13;220;65,87
G70604;Fliess;2.326;1.345;32;1.313;636;48,44;677;51,56
G70605;Flirsch;757;441;11;430;192;44,65;238;55,35
G70606;Galtür;575;302;11;291;169;58,08;122;41,92
G70607;Grins;1.085;591;19;572;257;44,93;315;55,07
G70608;Ischgl;1.206;601;24;577;366;63,43;211;36,57
G70609;Kappl;2.086;1.135;34;1.101;712;64,67;389;35,33
G70610;Kaunerberg;321;177;5;172;59;34,3;113;65,7
G70611;Kaunertal;454;277;1;276;41;14,86;235;85,14
G70612;Kauns;391;209;1;208;62;29,81;146;70,19
G70613;Ladis;419;206;2;204;112;54,9;92;45,1
G70614;Landeck;5.682;3.292;81;3.211;1.334;41,54;1.877;58,46
G70615;Nauders;1.129;544;17;527;305;57,87;222;42,13
G70616;Pettneu am Arlberg;1.116;599;18;581;261;44,92;320;55,08
G70617;Pfunds;1.954;902;14;888;498;56,08;390;43,92
G70618;Pians;614;385;26;359;175;48,75;184;51,25
G70619;Prutz;1.284;707;10;697;282;40,46;415;59,54
G70620;Ried im Oberinntal;940;519;8;511;194;37,96;317;62,04
G70621;St. Anton am Arlberg;1.770;899;31;868;301;34,68;567;65,32
G70622;Schönwies;1.323;796;14;782;369;47,19;413;52,81
G70623;See;915;492;12;480;312;65;168;35
G70624;Serfaus;871;461;9;452;180;39,82;272;60,18
G70625;Spiss;95;44;4;40;35;87,5;5;12,5
G70626;Stanz bei Landeck;479;265;19;246;80;32,52;166;67,48
G70627;Strengen;952;525;28;497;241;48,49;256;51,51
G70628;Tobadill;412;223;9;214;103;48,13;111;51,87
G70629;Tösens;550;221;4;217;126;58,06;91;41,94
G70630;Zams;2.688;1.626;35;1.591;536;33,69;1.055;66,31
G70699;Wahlkarten - Landeck;0;2.449;59;2.390;838;35,06;1.552;64,94
G70700;Lienz;39.724;25.271;972;24.299;12.309;50,66;11.990;49,34
G70701;Abfaltersbach;482;314;20;294;127;43,2;167;56,8
G70702;Ainet;751;470;10;460;284;61,74;176;38,26
G70703;Amlach;367;222;4;218;136;62,39;82;37,61
G70704;Anras;1.001;546;10;536;301;56,16;235;43,84
G70705;Assling;1.484;898;62;836;349;41,75;487;58,25
G70706;Außervillgraten;639;406;12;394;184;46,7;210;53,3
G70707;Dölsach;1.823;1.042;43;999;588;58,86;411;41,14
G70708;Gaimberg;687;422;27;395;184;46,58;211;53,42
G70709;Hopfgarten in Defereggen;624;317;19;298;170;57,05;128;42,95
G70710;Innervillgraten;729;377;28;349;156;44,7;193;55,3
G70711;Iselsberg-Stronach;484;265;13;252;144;57,14;108;42,86
G70712;Kals am Großglockner;965;487;20;467;268;57,39;199;42,61
G70713;Kartitsch;660;398;28;370;182;49,19;188;50,81
G70714;Lavant;245;159;8;151;96;63,58;55;36,42
G70715;Leisach;618;366;13;353;173;49,01;180;50,99
G70716;Lienz;9.692;5.171;143;5.028;2.303;45,8;2.725;54,2
G70717;Matrei in Osttirol;3.845;2.072;60;2.012;1.350;67,1;662;32,9
G70718;Nikolsdorf;690;362;17;345;179;51,88;166;48,12
G70719;Nußdorf-Debant;2.634;1.536;49;1.487;798;53,67;689;46,33
G70720;Oberlienz;1.226;673;36;637;357;56,04;280;43,96
G70721;Obertilliach;565;290;18;272;148;54,41;124;45,59
G70723;Prägraten am Großvenediger;963;457;21;436;284;65,14;152;34,86
G70724;St. Jakob in Defereggen;728;374;13;361;152;42,11;209;57,89
G70725;St. Johann im Walde;226;130;5;125;75;60;50;40
G70726;St. Veit in Defereggen;553;200;7;193;101;52,33;92;47,67
G70727;Schlaiten;399;203;11;192;116;60,42;76;39,58
G70728;Sillian;1.664;1.008;48;960;498;51,88;462;48,13
G70729;Strassen;639;390;18;372;158;42,47;214;57,53
G70731;Thurn;513;314;20;294;128;43,54;166;56,46
G70732;Tristach;1.102;737;29;708;327;46,19;381;53,81
G70733;Untertilliach;193;98;5;93;42;45,16;51;54,84
G70734;Virgen;1.736;949;47;902;671;74,39;231;25,61
G70735;Heinfels;797;473;27;446;222;49,78;224;50,22
G70799;Wahlkarten - Lienz;0;3.145;81;3.064;1.058;34,53;2.006;65,47
G70800;Reutte;22.637;14.427;402;14.025;6.421;45,78;7.604;54,22
G70801;Bach;490;287;10;277;160;57,76;117;42,24
G70802;Berwang;416;248;12;236;128;54,24;108;45,76
G70803;Biberwier;435;264;5;259;133;51,35;126;48,65
G70804;Bichlbach;543;328;13;315;150;47,62;165;52,38
G70805;Breitenwang;1.080;552;19;533;213;39,96;320;60,04
G70806;Ehenbichl;630;388;9;379;172;45,38;207;54,62
G70807;Ehrwald;1.749;982;25;957;470;49,11;487;50,89
G70808;Elbigenalp;657;373;5;368;188;51,09;180;48,91
G70809;Elmen;294;179;6;173;66;38,15;107;61,85
G70810;Forchach;204;137;2;135;82;60,74;53;39,26
G70811;Grän;371;202;1;201;79;39,3;122;60,7
G70812;Gramais;35;18;0;18;9;50;9;50
G70813;Häselgehr;521;288;5;283;137;48,41;146;51,59
G70814;Heiterwang;397;210;5;205;119;58,05;86;41,95
G70815;Hinterhornbach;74;50;9;41;29;70,73;12;29,27
G70816;Höfen;936;486;20;466;229;49,14;237;50,86
G70817;Holzgau;310;190;6;184;108;58,7;76;41,3
G70818;Jungholz;99;57;1;56;23;41,07;33;58,93
G70819;Kaisers;58;35;3;32;14;43,75;18;56,25
G70820;Lechaschau;1.439;729;17;712;315;44,24;397;55,76
G70821;Lermoos;769;432;12;420;200;47,62;220;52,38
G70822;Musau;282;131;1;130;58;44,62;72;55,38
G70823;Namlos;68;30;1;29;14;48,28;15;51,72
G70824;Nesselwängle;318;180;6;174;90;51,72;84;48,28
G70825;Pfafflar;85;46;3;43;9;20,93;34;79,07
G70826;Pflach;901;464;12;452;229;50,66;223;49,34
G70827;Pinswang;288;156;6;150;65;43,33;85;56,67
G70828;Reutte;4.214;2.075;57;2.018;856;42,42;1.162;57,58
G70829;Schattwald;294;142;2;140;34;24,29;106;75,71
G70830;Stanzach;345;186;7;179;75;41,9;104;58,1
G70831;Steeg;518;280;4;276;175;63,41;101;36,59
G70832;Tannheim;704;341;4;337;165;48,96;172;51,04
G70833;Vils;1.078;585;28;557;265;47,58;292;52,42
G70834;Vorderhornbach;214;140;4;136;48;35,29;88;64,71
G70835;Wängle;673;408;20;388;180;46,39;208;53,61
G70836;Weißenbach am Lech;973;572;20;552;327;59,24;225;40,76
G70837;Zöblen;175;86;2;84;30;35,71;54;64,29
G70899;Wahlkarten - Reutte;0;2.170;40;2.130;777;36,48;1.353;63,52
G70900;Schwaz;60.184;37.444;987;36.457;20.783;57,01;15.674;42,99
G70901;Achenkirch;1.574;842;18;824;528;64,08;296;35,92
G70902;Aschau im Zillertal;1.339;653;17;636;418;65,72;218;34,28
G70903;Brandberg;276;138;3;135;79;58,52;56;41,48
G70904;Bruck am Ziller;828;502;13;489;341;69,73;148;30,27
G70905;Buch in Tirol;1.979;1.208;35;1.173;684;58,31;489;41,69
G70907;Eben am Achensee;2.061;1.136;20;1.116;626;56,09;490;43,91
G70908;Finkenberg;1.128;570;13;557;290;52,06;267;47,94
G70909;Fügen;2.769;1.302;19;1.283;848;66,1;435;33,9
G70910;Fügenberg;1.022;500;20;480;335;69,79;145;30,21
G70911;Gallzein;481;289;7;282;188;66,67;94;33,33
G70912;Gerlos;595;311;6;305;190;62,3;115;37,7
G70913;Gerlosberg;368;207;5;202;169;83,66;33;16,34
G70914;Hainzenberg;549;281;13;268;166;61,94;102;38,06
G70915;Hart im Zillertal;1.170;624;20;604;411;68,05;193;31,95
G70916;Hippach;1.082;403;13;390;266;68,21;124;31,79
G70917;Jenbach;4.932;2.627;59;2.568;1.498;58,33;1.070;41,67
G70918;Kaltenbach;883;423;15;408;247;60,54;161;39,46
G70920;Mayrhofen;2.534;1.175;33;1.142;550;48,16;592;51,84
G70921;Pill;920;545;16;529;339;64,08;190;35,92
G70922;Ramsau im Zillertal;1.205;603;23;580;377;65;203;35
G70923;Ried im Zillertal;933;451;19;432;224;51,85;208;48,15
G70924;Rohrberg;413;232;2;230;164;71,3;66;28,7
G70925;Schlitters;1.034;588;24;564;343;60,82;221;39,18
G70926;Schwaz;9.832;5.505;158;5.347;2.773;51,86;2.574;48,14
G70927;Schwendau;1.215;609;13;596;362;60,74;234;39,26
G70928;Stans;1.571;994;24;970;536;55,26;434;44,74
G70929;Steinberg am Rofan;207;118;2;116;69;59,48;47;40,52
G70930;Strass im Zillertal;632;408;16;392;201;51,28;191;48,72
G70931;Stumm;1.424;702;27;675;391;57,93;284;42,07
G70932;Stummerberg;660;276;1;275;213;77,45;62;22,55
G70933;Terfens;1.625;1.031;26;1.005;547;54,43;458;45,57
G70934;Tux;1.425;724;32;692;397;57,37;295;42,63
G70935;Uderns;1.318;650;10;640;403;62,97;237;37,03
G70936;Vomp;3.668;2.183;71;2.112;1.216;57,58;896;42,42
G70937;Weer;1.174;711;16;695;386;55,54;309;44,46
G70938;Weerberg;1.914;1.036;26;1.010;640;63,37;370;36,63
G70939;Wiesing;1.587;955;21;934;550;58,89;384;41,11
G70940;Zell am Ziller;1.351;689;20;669;394;58,89;275;41,11
G70941;Zellberg;506;286;8;278;207;74,46;71;25,54
G70999;Wahlkarten - Schwaz;0;4.957;103;4.854;2.217;45,67;2.637;54,33
G7A000;Innsbruck;89.024;62.196;1.288;60.908;22.501;36,94;38.407;63,06
G7B000;Innsbruck-Land;190.014;128.811;3.478;125.333;63.756;50,87;61.577;49,13
G7C000;Unterland;121.646;79.141;1.975;77.166;41.357;53,59;35.809;46,41
G7D000;Oberland;99.724;62.761;1.599;61.162;29.664;48,5;31.498;51,5
G7E000;Osttirol;39.724;25.271;972;24.299;12.309;50,66;11.990;49,34
G80000;Vorarlberg;269.940;175.491;3.497;171.994;71.217;41,41;100.777;58,59
G80099;Wahlkarten - Vorarlberg;0;29.279;393;28.886;8.886;30,76;20.000;69,24
